CODID,SMILE,bgs
7151249,[C@@H]12CCCC(=O)[C@@H]1N1[C@H](c3ccccc3)CN([C@H]1[C@H]2C(=O)OC(C)(C)C)Cc1ccccc1,3.01
2212872,S(=O)(c1c2cc(ccc2oc1C)C)C,3.49
7016220,[Al]1(C)(C)n2c(CNC(C)(C)C)ccc2C[NH]1C(C)(C)C,3.82
4085684,O([C@H]1O[C@H]2[C@@H](O[C@@H](OC2)c2ccccc2)[C@H](N=N#N)[C@@H]1N=N#N)C,3.65
7051805,c1[nH]nc[nH+]1.C(=O)(N=N([O-])=O)NN(=O)=O,2.85
2210198,Oc1ccc(C2(CCCCC2)c2ccc(O)cc2)cc1.O=c1[nH]cccc1,2.72
7106658,[Fe]12345678([cH]9[cH]4[cH]3[cH]2[cH]19)[c]12[cH]5[cH]6[cH]7[c]81CCc1ccc3C(=O)C(=CC(=O)c3c21)C,0.622
7214683,O=C(N)c1ncccc1,3.23
1502447,[P@@]1(=O)(O[C@H](C(CO1)(C)C)C(C)C)N(Cc1ccccc1)C#Cc1ccccc1,3.51
4024346,[B]12(CC3CC(C1)CC(C3)C2)[n]1ccccc1,2.32
4074554,[Pt]12([N](=Nc3c(O1)ccc(C)c3)c1c(cccc1C)C)[N](C=CC2)(CC)CC,1.69
4024466,O(c1c(c2c(c3cccc4ccccc34)c(ccc2)C#CC)c(ccc1)C#CC)C,3.05
7154728,c1(ccccc1)NC(=N)NC(=[NH2+])N(C)C.[Br-],1.88
7208253,c1(c(c(ccc1)OC)O)C(=O)O,2.33
2214368,Cc1nc(SCCCCSc2nc(C)cc(n2)C)nc(c1)C,3.27
8102491,C(c1ccccc1)ONC(=O)N,3.23
4062626,I[Ni]1([n]2ccc(cc2c2[n]1ccc(c2)C)C)c1ccccc1c1c(cc(cc1C)C)C,1.12
2226488,O=C(NC1CCCCC1)c1ccccc1,3.68
4027961,S(c1c(cc(cc1C)C)C)c1c(C(=O)O)cccc1,2.62
2212540,CC(c1ccnc(c1)c1nccc(c1)C(C)(C)C)(C)C.Fc1c(F)c(F)c(c(c1F)F)F,3.36
4023263,C1(=C(C(=S)N)C#N)Nc2c(cccc2)S1,2.4
1502856,P1(=O)(Oc2c(cccc2C)C)Oc2c(cccc2CN1)C,4.2
7112234,C1OCCOCCOCCOCCOCCOC1.CN(=O)=O.CN(=O)=O,2.42
1511966,O=C(c1c([nH]c2c1cccc2)C)c1c(OC)cccc1,2.72
7151489,Brc1cnc(nc1)c1ccccc1,2.96
2232013,O=C(CC)c1cc(OC)c(OC)cc1,2.88
2101860,C(=O)([C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO)NN,5.16
7152173,c1(ccc2c(c1)c1c(C(=O)O2)c(/C=C\c2c3ccccc3cc3ccccc23)oc1c1ccccc1)Br,1.75
7206175,o1c2c(ccc(c2)C)c(=O)cc1C,2.9
2239856,O=C1NN(c2ccccc2)C(=O)/C1=C/NCC(=O)OCC,2.47
7152910,C12(C3C4C5(C3C1C5C24)C(=O)OC)COc1ccc(cc1)N(=O)=O,2.53
7150974,c1c(ccc2cc3ccccc3cc12)C(=O)[O-].C1(CCCCC1)[C@H](C)[NH3+],2.04
4027844,O(C(=O)c1ccccc1N(=O)=O)[C@H]1[C@H]2C([C@H](C2)CC1)(C)C,2.72
2225913,O1CCOCC1.O=C1NC(=O)NC(=O)C1(O)O,2.55
2216172,C(=C\c1ccccc1)/C=N/N=C/C=C/c1ccccc1,2.05
2210250,Clc1ccc(cn1)CN1CCN(CC1)Cc1ccc(nc1)Cl,2.68
4509058,Brc1ccc(cc1)/N=C/c1c(cccc1)C#N,2.38
4510364,[N+](C)(C)(C)C.N(=O)(=O)/C(C#N)=C(/[O-])N,3.13
2217845,Nc1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N,3.26
4502399,OC(=O)c1ccc(N)c(N(=O)=O)c1,2.07
7219108,C(=O)(C[N+](C)(C)C)[O-],5.26
1507185,Fc1c(F)c(F)c(C#Cc2cc3c(c2)ccccc3)c(F)c1F,1.88
7015874,Br[C@@H]1CC[C@@H](C(Cl)(Cl)Cl)CCCC1.Br[C@H]1CC[C@H](C(Cl)(Cl)Cl)CCCC1,4.26
8101578,Cl[Sn](CCCC[Sn](Cl)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,4.24
2001820,ONC(=O)c1cc(O)c(c(c1)O)O.O,3.1
7051322,c1(cccc2c1c(ccc2)C)C,2.71
2214055,OC(=O)c1cc(O)c(O)cc1.N#CC,2.98
4060384,[P]1(SCC(=C(C1)C)C)(=S)c1ccccc1,3.01
2100239,C(=O)([C@H](CO)[NH3+])[O-],5.36
4024467,O(c1c(c2c(c3cccc4ccccc34)c(ccc2)C#CC)c(ccc1)C#CC)C,2.97
4080631,c1ccccc1[Se]1CCN2C(N(C=C2)C)=[Pd]1(Cl)Cl,2.58
2008439,n1[nH]c[n](c1)=NN(=O)=O,3.67
4513307,n1c2ccccc2cc2ccccc12,1.94
7212308,C1(CCCCC1)(C[NH3+])CC(=O)[O-].O.O.O.O.O.O.O,5.11
4021626,C(=C\1CCCC/C1=C/I)\I,3.32
4118785,O1[C@H]2[C@H]3N=N[C@]4([C@H](N([C@@H](C4)C(=O)OC)C(=O)OC(C)(C)C)[C@H]3O)[C@@H]12,2.68
7150050,c1(oc2ccccc2n1)c1nc2ccccc2o1,2.66
4029917,O1[C@]2(Oc3c([C@H]4[C@@H]2C(=O)OC4)c(=O)oc(c3)C)CCC1.O1[C@@]2(Oc3c([C@@H]4[C@H]2C(=O)OC4)c(=O)oc(c3)C)CCC1,3.26
4061652,[Cr]1234([c]5([cH]4[cH]3[cH]2[cH]15)CC[NH+](C)C)(C#[O])(C#[O])C#[O],3.14
2212771,N(=O)(=O)c1ccc(Oc2ccc(cc2)c2ccc(Oc3ccc(N(=O)=O)cc3)cc2)cc1,2.03
7224981,c1(N=C(N(C)C)N(C)C)ccc(cc1)N=C(N(C)C)N(C)C,3.08
1515392,Brc1ccc(cc1)C(=O)C[C@H]1NS(=O)(=O)Oc2c1cccc2,2.86
2235593,n12c(c3n[nH]cc3)c(nc1nccc2)C,2.64
2210047,Clc1c(Cn2c3c(nc2c2ccccc2Cl)cccc3)cccc1,3.77
7213463,O=C(NC(=C(N)/C#N)/C#N)C,2.49
4507505,O=C(OC)c1ccc(O)cc1,3.59
7152743,Cl[C@@H]1[C@@H](O)[C@@](O)(CC=C)C(=O)C=C1.Cl[C@H]1[C@H](O)[C@](O)(CC=C)C(=O)C=C1,2.1
2225630,C[C@@H]1NC(=O)C2(NC1=O)CCCC2,4.48
2239691,o1cc(c(=O)c2cc(ccc12)C)/C=N/NC(=O)c1ccc(OC)cc1.O,2.29
2218499,O=C(NN)COc1ccccc1c1c(OCC(=O)NN)cccc1,3.4
1100686,n1nccnc1N,2.11
2232875,[nH]1c2ccccc2c(c1)CC(C#N)(C1CCCCC1)/N=C/c1ccc(cc1)C#N,1.95
7051695,S1C(SC=C1C1=C(OC(C)C)C(=O)C1=O)=C1SC=CS1,0.699
2105865,n1(=O)ccccc1,3.2
2202748,O[C@@H]1[C@H]2CCCCCCCCC[C@]([C@H](C1)C)(C2=O)C(=O)OC.O[C@H]1[C@@H]2CCCCCCCCC[C@@]([C@@H](C1)C)(C2=O)C(=O)OC,3.65
2201343,n1cccc2cccc(c12)n1c(=O)c2ccccc2c(n1)C,2.69
7218742,C1=CSC2=C(S1)SC(=C1SC3SC(=C4SC5=C(SC=CS5)S4)SC=3S1)S2,1.02
2227511,O(c1nc2c(nc1)cccc2)c1cccc(N(=O)=O)c1,2.04
4028598,Fc1ccc(c2[nH]c3ccccc3c(=O)c2)cc1,2.61
4028549,F[C@H]1[C@@H](O)CCN(C1)C(=O)OC(C)(C)C,5.2
7105267,c1(ccccc1)C(=O)C[C@@H](c1ccc(cc1)N(=O)=O)[C@H]1C(=O)CCC1,1.98
4023331,O(c1nnc(cc1c1cncnc1)c1ccccc1)C,2.27
7150475,[Se](c1c(cc(O)c(c1)C)C)c1ccccc1,3.32
2234776,O=C1c2sccc2C(=O)c2c1ccs2,1.83
2212541,Ic1c(=O)c(O)cccc1,2.05
1544192,O=C(N/C(C#N)=C(/NC(=O)c1ncccc1)C#N)c1ncccc1,2.33
4300230,[N-](N(=O)=O)N(=O)=O.C(=[NH2+])(N)NN,3.12
7108137,n1c(cc(C(=O)OC)c(c1C)C(=O)OC)c1cccc(OC)c1,2.64
4124324,FC(F)(F)[C@@H](CCc1ccccc1)c1ccc(cc1)c1ccccc1,3.44
4025749,C1(=O)N(CCC(=O)O1)C(=O)OC(C)(C)C,4.55
2207500,Oc1c(c(O)cc2Oc3c(O)ccc(O)c3C(=O)c12)C\C=C(CCC=C(C)C)/C,2.24
1504105,o1c2cc(N(C)C)ccc2c2O[C@H]3N([C@H]4C[C@@](c2c1=O)([C@@H]3c1c4cccc1)C)CC.o1c2cc(N(C)C)ccc2c2O[C@@H]3N([C@@H]4C[C@](c2c1=O)([C@H]3c1c4cccc1)C)CC,2.59
2014085,N(=N#N)[Zn]1([n]2cnn(c2)CCn2c[n](cn2)[Zn]([n]2cnn(c2)CCn2c[n]1cn2)(N=N#N)N=N#N)N=N#N,3.13
4021496,[C@@]12(C[C@@H](CC([C@@H]1CC[C@H](C2)C)(C)C)Cl)O,5.01
2217941,O=c1n(ncc2c1cccc2)CCO,3.09
4031895,c1(oc(c(Cl)c1C(=O)OC)c1ccc(cc1)C)C(=O)OC,2.64
2215826,S=C(N(N)C)N,3.86
7055103,O=C(/N=C(/N(c1ccccc1)c1ccccc1)c1ccccc1)N(C)C,2.84
7208891,C1(=CC(=O)C([O-])=CC1=O)[O-].[K+].[K+],1.86
4070823,[Ga](c1ccc(cc1)C)(C)C,3.53
4028525,S(=O)(=O)(N1C(=O)CCN=C1c1ccc(OC)cc1)c1ccc(C)cc1,3.14
4028225,[Cl-].c1(ccccc1)COC(=O)N1CC[C@@H](C1)[NH2+][C@H](C(=O)OC(C)(C)C)[C@@H](C)CC,3.99
2203590,C1(=O)C(=N\O)\Cc2c1cccc2,2.36
4021363,O=C(O)c1c(Nc2c(cccc2)C(C)C)cccc1,2.5
2012161,c1(Nc2ccccc2)c(N(=O)=O)cccc1,1.81
4023479,c1(cc2c(s1)cc(c1cncnc1)s2)c1cncnc1,1.93
4122316,O(c1ccc(cc1)[C@H]1C[C@@]2(C(=O)C1)CC(=C(C#N)C#N)CCC2)C,2.71
1540600,Clc1ccc(c2nc3c4c(C(=C(Oc4c2)c2ccccc2)c2ccccc2)ccc3)cc1,2.33
2008945,O=C([O-])[C@@H]([NH3+])CC(C)C.[O-]C(=O)[C@H]([NH3+])C(C)C,5.03
7203133,FC([C@H](C(=O)OCCCCCCCCCCOC(=O)[C@@H](C(F)(F)F)O)O)(F)F,5.0
4076363,[P](F)(F)(F)(F)(F)=C1N(C=CN1C)C,4.6
2215924,OC(=O)c1n(nc(c1)CCC)C,3.96
4020583,c1(ccc(cc1)Br)N=O,0.518
4105367,O1[C@]2(C[C@@]34C=CC(=O)C[C@@H]3[C@@H]1C[C@@H]2C4)C,2.73
2235214,n1cccc2c1[nH]c(c2)c1ncccc1,2.44
2229820,Fc1cc2occ(c(=O)c2cc1)C=O,2.3
2211267,Clc1cc(Cl)c(cc1)C(=O)CCl,2.88
2003341,N12CCN3CCN(CC1)C23,4.62
7005592,n1(B(c2c(cc(cc2C)C)C)c2c(cc(cc2C)C)C)ccc2ccccc12,3.12
1501796,O1[C@@]23C=CC[C@@H]([C@]2([C@H](C(=O)CC3)[C@@H]([C@H]1O)C)C)C,3.42
7111437,C1CSC2=C(S1)SC(S2)=C1SC2=C(S1)S[C@@H]([C@@H](S2)C)C.[P](F)(F)(F)(F)(F)[F-].C1CSC2=C(S1)SC(S2)=C1SC2=C(S1)S[C@H]([C@H](S2)C)C,0.0
1518437,[C@H]1([C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)O,5.23
2235480,O(c1c(N2C(=O)C=CC2=O)cccc1)C,1.55
1540692,o1c([C@@H]2[C@@H](N(=O)=O)CC(=C(C2)C)C=O)ccc1,2.49
4073065,C[c]12[c]3([c]4([c]5([c]1(C)[Ru]162345(Cl)[NH](c2ccccc2)[Ru]23456([c]6([c]2([c]3([c]4([c]56C)C)C)C)C)([NH]1c1ccccc1)Cl)C)C)C,0.925
2004438,COC(=O)CN(C(=O)C)CC(=O)OC,4.6
4027078,IC1=C(C2(N(C1=O)C)C(=CC(=O)C=C2)Cl)c1ccccc1,2.52
1543322,[C]1234([CH]567[BH]891[B]1%105(C#CC#C[B]5%11%12%13[CH]%14%15%16[C]%17%18%19(C)[BH]%205%14[BH]5%14%18[BH]%18%12%20[BH]%12%20%13[BH]%13%11%15[BH]%11%16%17[BH]%15%12%13[BH]%195%11[BH]%14%18%20%15)[BH]5%119[BH]928[BH]283[BH]3%12%13[BH]15([BH]%11923)[BH]6%10%12[BH]478%13)C,3.92
2217314,O=C(c1ccc(cc1)C(=O)N1CCC=CC1)N1CCC=CC1,3.68
7117267,Clc1c(C)c(Cl)c(c(Cl)c1C)C,3.92
7054720,CC#CC(=O)O,3.93
2016175,c1(O)ccccc1/C=N/CCCCC/N=C/c1c(O)cccc1,2.87
4029276,c12c(cccc1)[B]([n]1c(c(Br)cn(c1=O)CC(=O)OC(C)(C)C)N2)(O)OC(=O)C.O=C(O)C,2.81
2216150,c1c(ccc(c1)C(=O)OC(C)C)C(=O)OC(C)C,3.58
2015317,C1(=O)C(=O)C(O)=C1[O-].C1(=O)C(=O)C(O)=C1[O-].C(=O)(N)[C@@H]([NH3+])CCCNC(=[NH2+])N,2.66
7153961,c1(c2cc3cccc(c3cc2ccc1)C#C)C#C,1.84
4026078,O1[C@]23[C@]4([C@H]5[C@@H]6O[C@]7(c8ccccc8)[C@H]5C[C@H]2[C@H]67)[C@H]2[C@@H]5CC[C@@H]([C@H]1[C@@H]5C4=O)[C@@H]32.O1[C@@]23[C@@]4([C@@H]5[C@H]6O[C@@]7(c8ccccc8)[C@@H]5C[C@@H]2[C@@H]67)[C@@H]2[C@H]5CC[C@H]([C@@H]1[C@H]5C4=O)[C@H]32,3.57
2222103,C([NH3+])C[NH3+].[Cl-].[Cl-],5.32
7219104,[NH2+](CC(=O)[O-])C,5.3
7151894,Brc1c([C@H]2C[C@@](OC3=C2C(=O)c2c(C3=O)cccc2)(O)C(=O)OCC)cccc1,1.89
7103151,c1c(cccc1)C(c1ccccc1)(O)C#CC#CC(c1ccccc1)(c1ccccc1)O.O=C(O)/C=C/C=C/C.O=C(O)/C=C/C=C/C,3.2
4023857,S1C(=S)N(S(=O)(=O)c2ccc(cc2)C)[C@@H]2CCCC[C@@H]12.S1C(=S)N(S(=O)(=O)c2ccc(cc2)C)[C@H]2CCCC[C@H]12,2.72
4329846,[Sb](N=N#N)(N=N#N)C,2.79
7150585,CC(=O)NCc1cc[n+](cc1)C.[I-],2.06
7200957,C(=O)([C@H]([C@@H](C(=O)O)O)O)O.C1(=O)NCCN1,3.88
4076816,c1(cccc2[n]1[Ru]1(C#[O])(C#[O])[n]3c(cccc3)N2)[Ru]([H]1)(C#[O])(C#[O])(C#[O])[Ru](C#[O])(C#[O])(C#[O])C#[O],2.21
2240326,[Pb+2].[O-]C(=O)[C@H](O)[C@@H](O)C(=O)[O-],3.98
4069025,c1(ccccc1)[Si]123([N](=C(C=C(C)O2)C)c2ccccc2S3)[O]=C(C=C(O1)C)C.C(#N)C,1.8
4101236,c1(C(=O)OCC#CC#CCOC(=O)c2ccccc2)ccccc1,3.54
7226343,c1cc(ccn1)/N=N/c1ccncc1,1.63
7217711,c1cc(cc[nH+]1)C[NH2+]CC[NH2+]Cc1cc[nH+]cc1.[Cl-].[Cl-].[Cl-].[Cl-],2.14
4028899,[Pd]1(Cl)([P](O[C@H]([C@H]([S]1C(C)(C)C)c1ccccc1)COC)(c1ccccc1)c1ccccc1)Cl,2.68
2228717,O(C)C(=O)/C=C\C(=O)Nc1ccc(N(=O)=O)cc1,2.48
7106100,N1[C@]([C@@H](C(=C)C1=O)c1ccccc1)(C(=O)OCc1ccccc1)CC(C)C.N1[C@@]([C@H](C(=C)C1=O)c1ccccc1)(C(=O)OCc1ccccc1)CC(C)C,3.52
2010741,[Zr]1([cH]23)([cH]24)([cH]32)([cH]23)([c]34C(C)(C)C(C)(C)[c]123)([cH]24)([cH]32)([cH]23)([cH]34)([H][BH2]1)([H]1)([H][BH2]1)[H]1,3.67
4303445,C1/C(=N/OC/C(C)=N/OC/C(=N/OC/C(C)=N/O1)C)C,4.36
2004269,[C@]12([C@](NC(=O)N1)(N)NC(=O)N2)N,5.31
2222451,c12c(cn(C)n1)C(=NN=CNc1c(cn(C)n1)C(=NN=CN2)N)N,2.53
2235867,COC(=O)C1=C(SC(=C2SC(=C(S2)C(=O)OC)C(=O)OC)S1)C(=O)OC,0.925
4101736,c1(cc(c(cc1[C@@]1(C(=O)c2ccccc2CC1)C)OC)O)I,2.21
2101172,CNN,4.35
4119049,O=N([O-])=NN1N=N(=NN(=O)=O)C=C1.[NH4+],2.92
4029588,O1C(Cn2nnc(c2)c2ccccc2)Cn2c(C1)cnn2,3.83
2222781,o1c(ccc1)/C=C(N(=O)=O)\C,1.93
2232442,n1ccc(cc1)/C=C/c1ccncc1.OC(=O)c1cccc(c1)C(=O)O,2.54
4021437,Brc1ccc(cc1)/C=C/C(=O)c1nccc(c1)C(=O)OC,2.24
7152823,Brc1cccc2c1C[C@](O)(C2=O)C(=O)Nc1ccccc1,2.83
4064891,[Se]12[Fe]3([Se]([Fe]13(C#[O])(C#[O])C#[O])CN(C2)C(=O)C)(C#[O])(C#[O])C#[O],2.25
2213512,OC(=O)C(CCC(=O)O)C,4.89
2241074,O(c1c(C2=NNC(C2)c2cccc3ccccc23)c(O)cc(OC)c1)C,2.22
2200633,OCc1ccc(cc1)CO,4.03
4104770,c12c(cccc1cccc2)C(=O)N1C(C)(C)OC(=O)[C@@H]1C,2.93
7054788,C(=O)(c1c(C(=O)[O-])[nH]nn1)O.c1(N)n(cn[nH+]1)N,3.6
1508316,O(c1ccc(c2[nH]cc(c2[n+]2ccccc2)c2ccccc2)cc1)C.[O-]C(=O)O,1.76
2228535,c1c(cccc1)CNc1ccccn1,3.08
7216282,Clc1ccc2c(cc(=O)oc2c1)C=O,2.1
7118838,Fc1c(F)c(F)c(F)c(c2c3ccn4c3c3c(ccn3c3c2c2c(cccc2)n3)c(c2c4nc3ccccc23)c2c(F)c(F)c(F)c(F)c2F)c1F,1.56
1506290,n1cnc2n(c(nc2c1c1ccccc1)c1ccc(cc1)C)Cc1ccccc1,2.73
2220312,O=C(c1c(NCCC(=O)O)cccc1)C,2.33
7225633,C(=O)([C@@H]([C@H](C(=O)O)O)O)O.C(=O)(C[NH3+])[O-].C(=O)([C@H]([C@@H](C(=O)O)O)O)O.C(=O)(C[NH3+])[O-],3.37
2203490,C[c]12[cH]3[Cr]4562([cH]1[c]6([cH]5[cH]34)C)(C#[O])(C#[O])C#[O],3.12
1540621,Brc1ccc(cc1)c1nn(nn1)COc1ccccc1,3.21
2005043,O([C@H]1OC[C@@H]2OC(O[C@@H]2[C@H]1O)(C)C)Cc1ccccc1,4.06
1504554,ClC(Cl)Cl.O1c2c(cccc2)C2c3c(O[B]1(Oc1c2cccc1)[O]=C1C=C(OC(=C1)C)C)cccc3,2.5
2227899,C(CSc1ncccn1)CCSc1ncccn1,2.79
2219302,N(=O)(=O)c1cc(C(=O)OC)cc(C(=O)OC)c1,2.94
7154569,CCN1C(=S)SC2=C1SC(=O)S2,2.31
4025765,C1(=O)[C@@H]2CC(C[C@H]1OC(C)(C)O2)C(=O)OC,3.37
2211489,Ic1cc(I)c(cc1I)I,2.71
2010045,F[C@@]12[C@@](F)(c3c(F)c(F)c(F)c(F)c3[C@]3(F)[C@@]1(F)[C@H]1[C@@H]3Cc3c1cccc3)[C@H]1[C@@H]2Cc2c1cccc2.F[C@]12[C@](F)(c3c(F)c(F)c(F)c(F)c3[C@@]3(F)[C@]1(F)[C@@H]1[C@H]3Cc3c1cccc3)[C@@H]1[C@H]2Cc2c1cccc2,3.49
2006041,O(C)C(=O)[C@H]1[C@@H]2O[C@@]3(C=C2)[C@@H]1C(=O)O[C@H]3C(C)(C)C.O(C)C(=O)[C@@H]1[C@H]2O[C@]3(C=C2)[C@H]1C(=O)O[C@@H]3C(C)(C)C,4.63
7151736,C1(=C\O[C@@H]2OC(=O)C(=C2)C)\[C@H]2[C@@H](c3ccccc3[C@H]2OC1=O)O.C1(=C\O[C@H]2OC(=O)C(=C2)C)\[C@@H]2[C@H](c3ccccc3[C@@H]2OC1=O)O,3.02
4020288,O=C1OC(=C)[C@@H]2CC[C@H]3C[C@H](N1[C@@H]23)C(=O)OC,4.57
4062247,[In]1(OC(=CC(=[O]1)C)C)(CC(C)(C)C)CC(C)(C)C,2.87
4021967,C1Cc2cc(c(cc2C2=C3C(CCC2=O)(CC(=O)N13)C(=O)OC)OC)OC,2.32
7112240,C1OCCOCCOCCOCCOCCOC1.CI.CI,3.87
1504196,C(=O)([C@@H](c1ccc(C)s1)O)OCC,3.84
2016797,N1CCCC1,4.42
2221294,Brc1ccc(O)c(c1)/C=C/C(=O)C,2.19
7153316,Clc1nnc(NC(=O)c2ccc(F)cc2)cc1,2.74
1529509,O1[C@@H](CC(=C1c1ccccc1)C(=O)c1ccccc1)C=C,2.75
2232430,S=C(N/N=C\1C(CCCC1)C)N,2.88
4075867,[CH]123[BH]456[Re]789%102([BH]2%111[BH]1%1234[BH]34%11[B]%11%1382([H][Au]%10%13[P](c2ccccc2)(c2ccccc2)c2ccccc2)[BH]289[CH]957[BH]561[BH]1%123[BH]295[BH]4%1181)(C#[O])(C#[O])C#[O],2.93
2105022,O(CC)C(=O)C(=O)OCC,3.22
7052958,C1(=O)C(=C\c2c(cc(cc2)Cl)Cl)\CCCCCCCCCC1,2.87
7100828,C12=NSSC1=N[C@]1(C(=NSS1)N2CC)[C@]12C(=NSS2)N(C2=NSSC2=N1)CC,1.57
2229575,ClC(Cl)(Cl)CC1=CC[C@H](CC1)C(Cl)(C)C,3.79
4103598,c1(nn(nn1)[O-])N(=O)=O.[NH3+]O,2.22
2211997,O=C1N(N(C(=C1/N=C/c1[nH]ccc1)C)C)c1ccccc1,2.33
2000856,OC[C@@H]([C@H]1OC(=O)O[C@]1(C)C[C@@H](C1(CC)SCCS1)C)C,4.31
1503191,C1(=CC(=O)c2ccccc2O1)C(=O)OC,2.5
2203029,c1(ccccc1)N(c1ccccc1)c1ccc(cc1)/C=C/c1cccc2ccccc12,2.01
2016142,Ic1ccc(cc1)/C=N/N=C/c1ccc(cc1)I,2.15
7154459,O=C(OCC)[C@@H]1[C@H](C(OC1=O)(C)C)CN(=O)=O,3.17
7026056,C1(C)=CC(C)=[C]2(C(=C1)C)[Li][C]1(=C(C)C=C(C)C=C1C)[Li]2,3.15
4021448,S(=O)(N[C@H]1c2c(C(=O)C1)cccc2)C(C)(C)C,2.04
4027270,O1CCOC21CC[C@@]1(C(=O)C=C[C@H]1C2)C,2.89
4331193,c12cc(c3c([C@H](CC3)OC)n1nnn2)C,3.3
2208708,S=C(SC)N/N=C/c1ccccc1,2.42
1513535,C(=O)(OC(C)(C)C)N[C@H](C(=O)CC(=O)OCC)Cc1ccccc1,3.85
4081498,[Fe]12345678([c]9([cH]1[cH]2[cH]3[cH]49)CNC(C)(C)C)[c]1([cH]8[cH]7[cH]6[cH]51)CNC(C)(C)C,2.84
7153648,Brc1ccc(C(=O)C[C@@H]2Oc3c(CC2)cccc3)cc1,2.3
4501828,[O-]C(=O)c1ccccc1Nc1c(c(ccc1)C)C.OCC([NH3+])(CO)CO.O,3.0
7207221,c1c(ccc2ccccc12)C(=O)[O-].c1(ccccc1)C[NH3+],2.97
4085076,[c]12([cH]3[cH]4[cH]5[cH]1[Fe]16782345[c]2([cH]7[cH]6[cH]1[cH]82)[c]12[cH]3[cH]4[cH]5[cH]1[Fe]16782345[c]2([cH]1[cH]6[cH]7[cH]82)Br)Br,2.44
2101940,N1(c2c(OC)cccc2)CC[NH2+]CC1.c1([O-])c(cc(N(=O)=O)cc1N(=O)=O)N(=O)=O,1.16
4085812,[C@H]1([C@]2([C@]3([C@H](c4ccccc4)[P@@]([Cr](C#[O])(C#[O])(C#[O])(C#[O])C#[O])(O1)O[C@]3(C(=C2C)C)C)C)C)c1ccccc1.[C@@H]1([C@@]2([C@@]3([C@@H](c4ccccc4)[P@]([Cr](C#[O])(C#[O])(C#[O])(C#[O])C#[O])(O1)O[C@@]3(C(=C2C)C)C)C)C)c1ccccc1,3.61
2237902,COc1ccccc1[C@H]1ON=C2[C@]1(COc1c2cccc1)C(=O)OC.COc1ccccc1[C@@H]1ON=C2[C@@]1(COc1c2cccc1)C(=O)OC,2.82
4512204,O=N(=O)c1cc(NC)ccc1,1.3
4025418,c1(cc(c(Br)n1c1c(C(=O)OCC)[nH]c(c1Br)Br)Br)C(=O)OCC,2.9
4027610,c1cc2c(cc(o2)c2cc3c(ccs3)o2)s1,2.23
2205587,Brc1cc(c2c1ccccc2)Br,1.35
7011314,CC1(C)[S](Cc2ccccc2)[Ni]2(SC1)SCC(C)(C)[S]2Cc1ccccc1,1.17
4027964,N1[C@@]2(CC(=O)C([C@H]1CCC2)(C)C)C,3.53
7102060,S(SS(=O)(=O)C)[C@@H]1O[C@@H]([C@@H](OC(=O)C)[C@H](OC(=O)C)[C@H]1OC(=O)C)COC(=O)C,4.01
1542287,O1[C@@H]2/C=C(/CC/C=C(\C[C@H](OC(=O)C(=C)C)[C@H]2C(=C)C1=O)C=O)C,3.03
7152824,P(=O)(OCC)(OCC)[C@@H]1N=C[C@@H]2[C@H]1C(=O)N(C2=O)c1ccccc1.P(=O)(OCC)(OCC)[C@H]1N=C[C@H]2[C@@H]1C(=O)N(C2=O)c1ccccc1,3.86
4510917,Oc1cc(cc(O)c1)C.O,3.93
7152407,C1CCC([C@@H]2CC[C@]34[C@@H]([C@@]12C(=O)O4)CCC(=C3)C(C)C)(C)C,4.84
1542653,BrC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc(cc1)C#N,3.93
7217150,c1(cc(F)ccc1)/C=N/c1ccc(cc1)/N=C/c1cc(ccc1)F,2.36
7202475,n1(c[n+](c(c1)C(=O)O)C)C.N(=O)(=O)[O-],2.55
4060356,[Fe]12345678([c]9([cH]1[cH]2[cH]3[cH]49)\C=C\C=C/C#C)[cH]1[cH]8[cH]7[cH]6[cH]51,1.96
4062411,[Co](C#[O])(C#[O])(C#[O])C#[O].[Ti]12345678(OC(C)(C)C)([O]9CCCC9)([cH]9[cH]1[cH]2[cH]3[cH]49)[cH]1[cH]5[cH]6[cH]7[cH]81,1.48
2214901,c1(ccc(cc1)C)OC(=O)c1ccccc1,3.52
2228697,O=C(O)COc1ccc(cc1)CC(=O)O,3.59
4067863,[Ru]12(Cl)(Cl)([O](CCN3C=1N(C=C3)C)CCN1C=CN(C)C=21)=Cc1ccccc1,1.26
7205015,Brc1c2c(c3OC4(C(=O)c5c(C(=C4)Br)cccc5)CCc3c1)cccc2,1.49
2101374,Cc1c(Cl)c(C)c(c(c1Cl)C)Cl,4.0
1543474,O=C(n1ncc2cc(N(=O)=O)ccc12)C,2.59
4104247,O1C(=C(C(=O)[C@]2(C1=C([C@@H](C(=C2)C)C(=C\CC(C)C)\C)C)C)C)OC.O1C(=C(C(=O)[C@@]2(C1=C([C@H](C(=C2)C)C(=C\CC(C)C)\C)C)C)C)OC,3.23
