Compound ID,InChIKey,SMILES,logS,logP,MW
C4256,OKBVVJOGVLARMR-QSWIMTSFSA-N,Nc1nc(cs1)/C(=N/OCC(=O)O)/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)C=C,-3.915293249,0.3652,453.45
C6485,UBQNRHZMVUUOMG-UHFFFAOYSA-N,NS(=O)(=O)Cc1noc2c1cccc2,-2.423702483,2.3974,212.226
C2052,GUTINEQUFDFTSC-UHFFFAOYSA-N,c1ccc2c(c1)C(NCC1CCC(=CC1)CNC1CCc3c1cccc3)CC2.Cl.Cl,-6.99464385,7.6529,445.468
C9580,SRWAMKHZLDKAHZ-UHFFFAOYSA-L,[O-]S(=O)(=O)c1ccccc1S(=O)(=O)[O-].[Na+].[Na+],0.549455318,1.6564,282.202
C9856,QHGUCRYDKWKLMG-UHFFFAOYSA-N,NCC(c1ccc(cc1)O)O,0.8147951,1.0846,153.178
C3607,CMEGANPVAXDBPL-INIZCTEOSA-N,COc1c2c(CC[C@@H](c3c2ccc(c(=O)c3)SC)NC(=O)C)cc(c1OC)OC,-4.436160557,3.9758,415.503
C3187,JOOPFYJWVJXNHM-UHFFFAOYSA-N,Brc1c(C)c(O)c(c(c1O)Br)Br,-4.880605418,3.6937,360.825
C9190,AFBBKYQYNPNMAT-UHFFFAOYSA-N,S=c1nc[nH][nH]1,0.118984517,0.4673,101.13
C4799,BPLBGHOLXOTWMN-MBNYWOFBSA-N,O=C(N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)O)(C)C)COc1ccccc1,-3.53979932,1.0259,350.39
C3212,RXUYADHAQWHONV-UHFFFAOYSA-N,CCCCOC(=O)N1C(OC)C=Cc2c1cccc2,-4.857267703,3.494,261.316
C1446,OKXVARYIKDXAEO-UHFFFAOYSA-N,CC(C(C)(C)C)(O)C,-0.72000003,1.8034,116.201
C9549,HMJCMMTUKIJJAL-UHFFFAOYSA-N,CCCNc1ccc(cc1)C(=O)OCC(C[NH+](C)C)O.[Cl-],0.499179199,-2.7523,316.824
C905,MZHCENGPTKEIGP-RXMQYKEDSA-N,OC(=O)[C@H](Oc1ccc(cc1Cl)Cl)C,-2.45,2.8453,235.064
C8824,WYXSYVWAUAUWLD-SHUUEZRQSA-N,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ncc(=O)[nH]c1=O,-0.471421723,-3.4569,245.189
C1939,RSJKGSCJYJTIGS-UHFFFAOYSA-N,CCCCCCCCCCC,-7.550542422,4.5371,156.308
C6738,NOEMEJJCNDUHJT-UHFFFAOYSA-N,CC(Cc1[nH]c2c(n1)n(C)c(=O)n(c2=O)C)C,-2.252843822,0.1588,236.27
C7992,DRKWSHLYQCUKKG-UHFFFAOYSA-N,CC1NC(C)(C)C2CC1CC2,-1.367888954,2.5018,153.265
C8045,RIIKPLGIMDVDSV-UHFFFAOYSA-N,OCCC1C2CCN(C1CNCCN(CC)CC)CC2,-1.318952859,1.3394,283.453
C7664,XHCLBSGALFHVFS-UHFFFAOYSA-N,COc1cc(ccc1C)CC(N)C.Cl,-1.617054681,3.3956,215.72
C7986,IUQRFVREMWMGPS-UHFFFAOYSA-N,CCCCNC1=CC(=O)c2c(C1=O)cccn2,-1.374118863,2.1251,230.262
C289,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,Clc1ccc(c(c1)C(=O)Nc1ccc(cc1Cl)[N+](=O)[O-])O,-4.6999998,4.4557,327.12
C2354,IYBPCWPWORICBI-UHFFFAOYSA-N,CN(CCC(=O)Nc1ccc(cc1Sc1ccc(cc1)Cl)Cl)C,-6.102001148,5.1078,369.309
C462,MDNWOSOZYLHTCG-UHFFFAOYSA-N,Oc1ccc(cc1Cc1cc(Cl)ccc1O)Cl,-3.95,3.9954,269.123
C4455,SXOYTTUKVFYFPB-UHFFFAOYSA-N,CSc1ccc2c(c1)N(CCC1CCCNC1)c1c(S2)cccc1,-3.759023956,5.7947,356.548
C4086,ZLZWUOKDFLNZFV-UNTBIKODSA-N,CCC(=O)C(c1ccccc1)(c1ccccc1)[C@@H](CN(C)C)C.Cl,-4.054664546,4.9515,345.906
C1312,KLIHWYNSISMOMR-QMMMGPOBSA-N,CC[C@@](C(C)(C)C)(O)C,-1.27,2.1935,130.228
C1437,BTJIUGUIPKRLHP-UHFFFAOYSA-N,Oc1ccc(cc1)[N+](=O)[O-],-0.74000001,1.8236,139.109
C5288,YRTPZXMEBGTPLM-UVTDQMKNSA-N,O=C1O/C(=C\c2ccccc2)/c2c1cccc2,-3.173641822,3.3551,222.239
C6213,FDTSYVCHZCQUMG-UHFFFAOYSA-N,OC(CN1CCN(CC1)c1ccccc1)COc1cccc(c1)C(=O)C,-2.588133899,2.454,354.443
C3535,LYCOGTNKKCCKLN-UHFFFAOYSA-N,CCC(=O)c1ccc(cc1)OCC(CN1CCN(CC1)c1cccc(c1)C(F)(F)F)O.Cl.Cl,-4.494863655,5.4669,509.389
C4072,QRJOQYLXZPQQMX-FWROMSNXSA-N,O[C@@H]1CC[C@]2([C@H](C1)CC[C@@H]1[C@@H]2C(=O)C[C@]2([C@H]1CC[C@@H]2C(=O)COC(=O)C)C)C,-4.061571701,3.3174,390.513
C5306,OLBCVFGFOZPWHH-UHFFFAOYSA-N,CC(c1cccc(c1O)C(C)C)C,-3.158369776,3.639,178.271
C3870,YIMVBDBJPQQKNE-UHFFFAOYSA-N,CC(NCC1CCC(CC1)CNC(C)(C)C)(C)C.Cl.Cl,-4.192830183,5.9548,327.376
C7172,PIHCZKMPOKNUMQ-UHFFFAOYSA-N,Brc1ccc(nc1)OCCN1CSCC1.Cl,-1.977455616,2.9691,325.653
C7826,OIRDTQYFTABQOQ-KQYNXXCUSA-N,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N,-1.511615306,-1.3988,267.241
C5040,XJDALFQCSYEWSB-UHFFFAOYSA-N,COCCNc1nc2nc(nc(c2nc1C(=O)NCCOC)N)c1ccccc1,-3.356232433,2.1486,397.431
C8297,UQCNKQCJZOAFTQ-ISWURRPUSA-N,O=C1CC[C@@]2([C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1O)O,-1.098667521,0.6831,301.337
C1531,MCSAJNNLRCFZED-UHFFFAOYSA-N,[O-][N+](=O)CC,-0.22,0.8062,75.0666
C6848,BGRJTUBHPOOWDU-UHFFFAOYSA-N,CCN1CCCC1CNC(=O)c1cc(ccc1OC)S(=O)(=O)N,-2.176315176,2.6666,341.426
C7195,ZBIWEHXTTKECOE-UHFFFAOYSA-N,C#CCNC(=O)OCC(COC(=O)N)(CC)C,-1.964352836,1.9486,242.272
C5926,IOKHTIHZBIJKOX-UHFFFAOYSA-N,C[NH+](C(CN1C(=O)C(C)Oc2c1cc(cc2)[N+](=O)[O-])C)C.[Cl-],-2.765409213,-2.1661,329.779
C9395,XKJPMAOXOIOVIC-UHFFFAOYSA-L,C[N+](Cc1ccc(cc1)[N+](C)(C)C)(C)C.[I-].[I-],0.335209534,-3.9025,462.152
C9701,FXBRVWUWVBAZKC-UHFFFAOYSA-N,CN(CCSC(=N)N)C.Cl.Cl,0.657269454,2.5787,220.164
C3637,FSIFRTHCIGOKNH-GDNBJRDFSA-N,CCOC(=O)/C(=N\Nc1cccc(c1)Cl)/C#N,-4.400918317,2.26758,251.669
C2791,OMWQUXGVXQELIX-UHFFFAOYSA-N,S=C=Nc1ccc(cc1)N=C=S,-5.375229546,3.1552,192.261
C4750,BLFQCTZPRNTYFS-UHFFFAOYSA-N,Brc1ccc(nc1)SCCCCN1CSCC1.Cl,-3.574488407,4.4626,369.772
C3730,LETUJYJJIASUKQ-UHFFFAOYSA-N,C(CCN1CSCC1)CCSc1ccc2c(n1)cccc2.Cl.Cl,-4.313881634,6.0454,391.422
C8400,RBQOQRRFDPXAGN-UHFFFAOYSA-N,CCCn1cnc2c1c(=O)n(CCCCC(=O)C)c(=O)n2C,-0.981090588,1.066,306.36
C7926,QAXCWBIVFCEYGG-UHFFFAOYSA-N,Cn1cnc(=O)c2c1cccc2,-1.434482122,0.9335,160.173
C896,WBYWAXJHAXSJNI-VOTSOKGWSA-N,OC(=O)/C=C/c1ccccc1,-2.48,1.7844,148.159
C1268,FJKROLUGYXJWQN-UHFFFAOYSA-N,Oc1ccc(cc1)C(=O)O,-1.41,1.0904,138.121
C6895,DTYGEAKGUGEGKX-UHFFFAOYSA-N,NC(=O)Cc1c(nc2n1cccc2)c1ccc(cc1)S(=O)(=O)C,-2.154077321,3.2137,329.374
C1899,VRRFWYJFMGDZAJ-UHFFFAOYSA-N,C[NH+](CCOC(C1c2ccccc2c2c1cccc2)C1c2ccccc2c2c1cccc2)C.[Cl-],-7.884950343,2.1451,468.029
C8635,KXGWXVVNYQOMQZ-UHFFFAOYSA-M,CCc1cc(c2c1cccc(c2)C(C)C)S(=O)(=O)[O-].[Na+],-0.758625092,4.4621,300.348
C4114,LKYQLAWMNBFNJT-UHFFFAOYSA-N,CCOC(=O)C1(CCN(CC1)CCc1ccc(cc1)N)c1ccccc1,-4.033115835,3.9273,352.47
C4091,QCDFBFJGMNKBDO-UHFFFAOYSA-N,Ic1cc(Cl)c2c(c1O)nccc2,-4.052681987,3.1984,305.5
C9697,HLNJFEXZDGURGZ-UHFFFAOYSA-M,C[n+]1ccccc1.[I-],0.655527163,-2.4849,221.039
C2722,ZJRHNNNACBPWEB-UHFFFAOYSA-N,CN(CCOCCOC(=O)N1c2ccccc2Sc2c1cccc2)C.Cl,-5.475928599,4.8711,394.916
C8157,RPTUSVTUFVMDQK-UHFFFAOYSA-N,NNc1nncc2c1cccc2,-1.224104944,1.6887,160.176
C4459,WUMKGWMLMOYKPD-UHFFFAOYSA-N,CCCCN1CCC(CC1)(CCCC)OC(=O)C.Cl,-3.756753663,4.1143,291.857
C9068,VGJWVEYTYIBXIA-UHFFFAOYSA-N,OC(C(F)(F)F)O,-0.085055603,-0.1406,116.039
C8619,CAVQBDOACNULDN-KHFUBBAMSA-N,OS(=O)(=O)O.CN[C@H]([C@@H](c1ccccc1)O)C.CN[C@H]([C@@H](c1ccccc1)O)C,-0.777689387,3.8656,428.543
C2385,ODYKCPYPRCJXLY-PZORDLPLSA-N,O[C@@H]1C[C@@H]2[C@]([C@H]1O)(C)CC[C@H]1[C@H]2CCc2c1ccc(c2)OC1CCCC1,-6.051830381,4.1958,356.498
C1787,YCOZIPAWZNQLMR-UHFFFAOYSA-N,CCCCCCCCCCCCCCC,-9.446383877,6.0975,212.415
C8711,MFWYIFRPVITMEP-UHFFFAOYSA-N,CC(=O)SCCF,-0.652349454,1.2356,122.161
C3350,HTAUUADKDLLMRU-UHFFFAOYSA-N,CCOP(=O)(N1CCCC1=O)Cc1ccc(cc1)c1nc2c(s1)cccc2,-4.681155576,5.2532,400.431
C4579,VKVXZTDIZODPAP-UHFFFAOYSA-N,CCN(C(=O)N1CCN(CC1)CC(=O)NN=Cc1ccc(o1)[N+](=O)[O-])CC,-3.674990168,1.5072,380.399
C3327,OGAKLTJNUQRZJU-UHFFFAOYSA-N,OC(c1ccccc1)(c1ccccc1)CCCN1CCCCC1,-4.696106651,4.1265,309.445
C3133,BKEWDCUQDVDPHC-HNNXBMFYSA-N,OC(=O)[C@H]1CCc2c1ccc(c2)C1CCCCC1,-4.940825874,3.8487,244.329
C5030,MQHNKCZKNAJROC-UHFFFAOYSA-N,CCCOC(=O)c1ccccc1C(=O)OCCC,-3.365026701,2.8202,250.29
C7510,HEILYJUNOUXHJQ-UHFFFAOYSA-N,OCC(COc1ccc(cc1)C)O,-1.731676935,0.727,182.216
C6744,AWOGXJOBNAWQSF-UHFFFAOYSA-N,OC(COc1ccc(cc1C(=O)C)NC(=O)C)CNC(C)C,-2.25103727,2.0492,308.373
C258,RIOXQFHNBCKOKP-UHFFFAOYSA-N,CCCCNC(=O)n1c(NC(=O)OC)nc2c1cccc2,-4.8800001,3.0363,290.318
C5569,SYSHPMOZZLONAK-UHFFFAOYSA-N,CCN(CCC1(CCC(=O)NC1=O)c1ccccc1)CC.Cl,-2.999798173,3.2237,324.846
C7031,UJRRDDHEMZLWFI-UHFFFAOYSA-N,CC(=O)Nc1ncc(s1)[N+](=O)[O-],-2.066768165,1.6059,187.177
C1523,MJCJFUJXVGIUOD-VIFPVBQESA-N,OC(=O)C[C@](C(C(=O)O)(C)C)(C(=O)O)C,-0.28999999,0.6628,218.204
C4762,DVBJBNKEBPCGSY-UHFFFAOYSA-M,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],-3.566134859,3.4594,384.437
C2421,HYSSJKYEXPISGA-UHFFFAOYSA-N,ClCCN(c1ccc(cc1)OC(=O)c1ccc(cc1)OC)CCCl,-5.978436508,4.1984,368.254
C5635,OTUQTLCXMLMMOH-UHFFFAOYSA-N,OCCOc1cc(ccc1C(=O)NC)c1ccccc1,-2.952032793,2.4752,271.311
C8037,XFGUWVXEXZICLY-UHFFFAOYSA-N,ONC(=O)c1cc(Cl)nc(c1)Cl,-1.32123436,1.8983,207.014
C5487,UFGACSXJDNIRCR-VXUSHFPBSA-N,COc1ccc2c(c1)[C@@]13CCCC[C@@H]3[C@H](C2O)N(CC1)C.Cl,-3.047960641,3.6142,323.858
C4706,GYWUCVKLUKFJLC-UHFFFAOYSA-N,CCC(=O)C(c1ccccc1)(c1ccccc1)CC[NH+](C)C.[Cl-],-3.598780038,-0.5096,331.88
C9751,BALXUFOVQVENIU-UHFFFAOYSA-N,CNC(C(c1ccccc1)O)C.Cl,0.695307021,2.5208,201.693
C7082,OKZCLMVQKVNQTO-UHFFFAOYSA-N,COc1ccc(cc1)C/N=C(/CSS(=O)(=O)O)\N,-2.047951459,2.8695,290.359
C2103,QZUCYFDJFTZLNK-UHFFFAOYSA-N,OC(=O)COc1c(I)cc(cc1I)I,-6.790655823,2.9638,529.837
C1037,FMKOJHQHASLBPH-UHFFFAOYSA-N,CC(I)C,-2.0899999,1.8298,169.992
C486,DGABKXLVXPYZII-QVHPXOQOSA-N,O[C@H]1CC[C@]2([C@H](C1)[C@@H](O)C[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@H](CCC(=O)O)C)C)C,-3.8199999,4.4779,392.572
C3010,NSCLRALYUOMPCL-UHFFFAOYSA-N,C=CCc1ccc(c(c1)OC)OCc1ccccc1,-5.102199809,4.0027,254.324
C1778,ITPDYQOUSLNIHG-UHFFFAOYSA-N,CCCCc1oc2c(c1C(=O)c1cc(I)c(c(c1)I)OCCN(CC)CC)cccc2.Cl,-9.578370491,7.7382,681.773
C7332,OHMHBGPWCHTMQE-UHFFFAOYSA-N,ClC(C(F)(F)F)Cl,-1.862259194,2.3524,152.931
C6523,BIXYYZIIJIXVFW-UUOKFMHZSA-N,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1nc(Cl)nc2N,-2.39319678,-0.7454,301.686
C1596,SRBFZHDQGSBBOR-QTBDOELSSA-N,O[C@H]1CO[C@@H]([C@H]([C@@H]1O)O)O,0.38999999,-2.5823,150.13
C2022,VZLSHAUEBAEMHM-UHFFFAOYSA-N,COc1cc(NC(CCCN(C)C)C)c2c(c1)cc1c(n2)ccc(c1)Cl,-7.099144977,5.2652,371.904
C8851,WREGKURFCTUGRC-POYBYMJQSA-N,Nc1ccn(c(=O)n1)[C@H]1CC[C@H](O1)CO,-0.441643715,0.0766,211.218
C4708,POVKKBUQFDAVOF-UHFFFAOYSA-N,CCN1CCCC(C1)OC(=O)Nc1cccc(c1)Cl,-3.598340746,3.3837,282.766
C9664,VRGKDCRTYBCJTA-AATRIKPKSA-N,O=N/C=c/1\cccc[nH]1,0.628606634,0.8002,122.125
C397,LJOZMWRYMKECFF-UHFFFAOYSA-N,O=C(c1ccccc1I)Nc1ccccc1,-4.21,3.6165,323.129
C5452,YECBIJXISLIIDS-UHFFFAOYSA-N,COc1ccc(cc1)CN(c1ccccn1)CCN(C)C,-3.066274174,2.6584,285.384
C9248,DYDCUQKUCUHJBH-UHFFFAOYSA-N,NC1CONC1=O,0.211112122,-0.5958,102.092
C7936,JESIHYIJKKUWIS-UHFFFAOYSA-N,Cc1ccc(cc1)C(O)C,-1.428037866,2.0483,136.191
C742,YBQZXXMEJHZYMB-UHFFFAOYSA-N,c1ccc(cc1)NNc1ccccc1,-2.9200001,3.2716,184.237
C7405,QCOXCILKVHKOGO-UHFFFAOYSA-N,[O-][N+](=O)NCCN[N+](=O)[O-],-1.814635467,0.3772,150.093
C6474,OMTSAXNHNKXZKC-UHFFFAOYSA-N,CCN1CCN(CC1C(=O)Nc1c(C)cccc1C)CC.ON=O.ON=O,-2.431419276,2.5007,383.443
C6499,IFKQSCSWOTVYMY-UHFFFAOYSA-N,COc1cc(CC/N=C(/CSS(=O)(=O)O)\N)ccc1OC,-2.413683052,2.9206,334.412
C1471,AMQJEAYHLZJPGS-UHFFFAOYSA-N,CCCCCO,-0.60000002,1.1689,88.1482
C7751,QYIYFLOTGYLRGG-GPCCPHFNSA-N,N[C@H](c1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)O)Cl,-1.565616436,1.6504,367.807
C9595,CYHOMWAPJJPNMW-UHFFFAOYSA-N,OC1CC2CCC(C1)N2C,0.569370644,0.5418,141.211
C1996,LWXUPCAADQWXRE-HZSDWAELSA-N,C/C=C\C=C\[C@@H]1O[C@@](O)([C@H]([C@@H](C1(C)C)O)O)[C@@H](C(=O)NC/C=C/C=C(/[C@H]([C@H]([C@@H]1O[C@@H]([C@@H]([C@@H]1O)O)/C=C/C=C/C=C(/C(=C/1\C(=O)NC=CC1=O)/O)\C)C)OC)\C)CC,-7.17633929,3.5424,796.943
C6038,VTYSSUAOJXDZSK-UHFFFAOYSA-N,CCOC(=O)c1c(OC)cc(cc1OC)Cc1cnc(nc1N)N,-2.691084223,2.5881,332.354
C6403,SQSZJFNQVXYHJO-UHFFFAOYSA-N,CNN1C(C)(C)CCCC1(C)C,-2.473060026,2.4927,170.295
C1690,NXFQHRVNIOXGAQ-OQFOIZHKSA-N,O=C1NC(=O)N(C1)/N=C/c1ccc(o1)[N+](=O)[O-]	,-3.24,0.8634,238.157
C7094,IOULHECGFCVGKE-UHFFFAOYSA-N,OCC(COc1cccc2c1NCCC2)O,-2.039204095,0.9147,223.268
C8476,INVVMIXYILXINW-UHFFFAOYSA-N,Cc1cc(=O)n2c(n1)nc[nH]2,-0.921226828,-0.274,150.138
C9143,CRXGSOIRPYQOTQ-UHFFFAOYSA-N,NCC1CCC(C(O1)OC1C(NC)CC(C(C1O)OC1OCC(C(C1O)NC)(C)O)N)N,0.054038369,-0.8333,463.569
C8898,WTUNGUOZHBRADH-UHFFFAOYSA-N,COP(=O)(SC)OC,-0.376202171,1.7503,156.141
C3602,MJODPLQTHSBELW-UHFFFAOYSA-M,CCCCN1C(=NC(=O)C(C1=O)(CC)CCC(C)C)[O-].[Na+],-4.442003452,2.1479,304.36
C9431,VUZFUHYMELMOSR-UHFFFAOYSA-L,CCOC(=O)CC[N+](CCOCC[N+](CCC(=O)OCC)(C)C)(C)C.[Cl-].[Cl-],0.36310006,-4.9298,433.411
C5308,HKUYGGWXIWIJIX-UHFFFAOYSA-N,OC(CN1CCN(CC1)c1ccc(cc1)C)COc1cccc(c1)C(=O)C,-3.158170408,2.7624,368.469
C8126,YLQRXLUMXFSAAG-UHFFFAOYSA-N,CCCCC(COC(=O)N)CO,-1.246654256,1.5807,175.225
C8085,CXYJOKAZIWXRHN-UHFFFAOYSA-N,O=C1CCC(=O)N1c1ccc(cc1)S(=O)(=O)N,-1.284704094,1.8335,254.262
C1235,UNNGUFMVYQJGTD-UHFFFAOYSA-N,CCC(C=O)CC,-1.52,1.6215,100.159
C2662,XUNAJGRWRKIEPV-ISLYRVAYSA-N,Clc1ccc(cc1)CN(/N=N/c1ccc(cc1)C(=O)O)C,-5.557198476,4.1689,303.744
C884,WEXRUCMBJFQVBZ-SSDOTTSWSA-N,CCC[C@H](C1(CC)C(=O)NC(=O)NC1=O)C,-2.52,1.8426,226.272
C8457,JNOZNCBBHYHMBY-UHFFFAOYSA-N,CC1=CCCC(N1C)(C)C,-0.936944377,2.3323,139.238
C8886,NCPLWPQEVIBZKJ-UHFFFAOYSA-N,OCCNC(=O)c1ccccc1O,-0.393032623,0.5052,181.189
C5965,QPFYXYFORQJZEC-FOCLMDBBSA-N,Nc1ccc(c(n1)N)/N=N/c1ccccc1,-2.740045095,3.8238,213.239
C1056,ISRUGXGCCGIOQO-UHFFFAOYSA-N,CNC(=O)Oc1ccccc1OC(C)C,-2.05,2.5829,209.242
C7375,HTLAGNLOROOWLR-UHFFFAOYSA-N,Nc1ccc(cc1)C(=O)Nc1ccncc1C,-1.831491572,2.8787,227.262
C2732,OGQDIIKRQRZXJH-UHFFFAOYSA-N,CNCCCC1c2ccccc2C=Cc2c1cccc2.Cl,-5.459859141,5.4948,299.838
C6726,VTAGVKVPFBOVRM-UHFFFAOYSA-N,CC[N+](CCC(c1ccccc1)(c1ccccc1)C(=O)N)(C)C.[Br-],-2.26093895,0.6487,391.345
C8222,KBLOTQMFQLJJPR-UHFFFAOYSA-N,CC1CNC(N1)(C(F)(F)F)C(F)(F)F.O,-1.157764311,1.9819,240.147
C6048,FJVAAURIDNIYAE-BJMVGYQFSA-N,[O-][N+](=O)c1ccc(o1)/C=N/N(C(=O)N)CCO,-2.685187978,1.1182,242.189
C2270,WLFCZUKGFJNFQY-UHFFFAOYSA-N,CS(=O)(=O)O.CN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(Cl)cc2,-6.295560632,5.1058,470.048
C4125,DBABZHXKTCFAPX-UHFFFAOYSA-N,CCCN(S(=O)(=O)c1ccc(cc1)C(=O)O)CCC,-4.022741392,3.2763,285.359
C9173,BALXUFOVQVENIU-GNAZCLTHSA-N,CN[C@H]([C@@H](c1ccccc1)O)C.Cl,0.09324703,2.5208,201.693
C7436,PWDDDZZOGAIYGD-UHFFFAOYSA-N,ClCCN1CC2CCC(C1)N2C(=O)CC,-1.787927496,1.1862,230.734
C996,SNIOPGDIGTZGOP-UHFFFAOYSA-N,[O-][N+](=O)OC(CO[N+](=O)[O-])CO[N+](=O)[O-],-2.22,0.5495,227.087
C990,XYWDPYKBIRQXQS-UHFFFAOYSA-N,CC(SC(C)C)C,-2.24,2.5364,118.24
C2957,JUIYSFPOULFJDP-UHFFFAOYSA-N,CCCCCCCSCCCCCCN1CCSC1.Cl,-5.153112936,5.9966,340.031
C3042,UBAJTZKNDCEGKL-UHFFFAOYSA-N,O=C(N1c2ccccc2Sc2c1cccc2)CN1CCN(CC1)Cc1ccc2c(c1)OCO2,-5.05564226,4.3032,459.56
C4593,YGWFCQYETHJKNX-UHFFFAOYSA-N,Cc1cc(cc(c1CC1=NCCN1)C)C(C)(C)C.Cl,-3.669584492,3.7115,280.836
C3317,ZCMHKXGPLWEOBN-UHFFFAOYSA-N,C1CCN(C1)CCCC12CC3CC(C2)CC(C1)C3.Cl,-4.710415785,4.8187,283.88
C3556,ACMQQWTWVVNMCB-LJLRIERRSA-N,CN([C@@H]1C[C@H](N(C1=O)c1ccccc1)C)CCc1ccccc1.[O-][N+](=O)c1ccc(cc1)N1N=C(C(C1=O)[N+](=O)[O-])C,-4.479114436,4.9295,572.612
C9487,PIOPKWFBKZTUMS-UHFFFAOYSA-N,Nc1cccccc1=O,0.403854391,1.2102,121.137
C7400,UFBJCMHMOXMLKC-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(c(c1)[N+](=O)[O-])O,-1.819466074,2.255,184.106
C34,HAPOJKSPCGLOOD-UHFFFAOYSA-N,c1ccc2c(c1)c1cc3ccccc3cc1C2,-8.04,4.411,216.277
C5991,YAMHOIZEONCUIC-UHFFFAOYSA-N,C(CN1CSCC1)COc1ccc2c(n1)cccc2.Cl.Cl,-2.721816868,4.5519,347.303
C2198,XURCMZMFZXXQDJ-UKNJCJGYSA-N,CCCCCC(=O)O[C@@]1(CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@H]12)C(=O)C,-6.488247037,5.5795,414.578
C6116,RGSYJUYJLNPLFR-UHFFFAOYSA-N,CCC1(c2ccccc2)C(=O)N(CNC(=S)N)C(=O)N(C1=O)C.Br,-2.651288471,2.4708,415.305
C766,TZFWDZFKRBELIQ-UHFFFAOYSA-N,Clc1ccc2c(c1)[nH]c(=O)o2,-2.8299999,1.7745,169.565
C740,DDUIUBPJPOKOMV-UHFFFAOYSA-N,COCCCNc1nc(SC)nc(n1)NC(C)C,-2.9300001,2.0082,271.382
C9314,FBDVPECXXASKAO-UHFFFAOYSA-N,CNCCNCCSP(=O)(O)O.CNCCNCCSP(=O)(O)O.O.O.O.O.O,0.285238667,0.4847,518.522
C3474,QFLZIWVSQDZLNW-UHFFFAOYSA-N,Brc1ccc2c(c1)C(=O)C(C2=O)c1ccccc1,-4.560212488,3.6119,301.135
C9256,XFZJGFIKQCCLGK-UHFFFAOYSA-M,C[N+]1(C)CCN(CC1)c1ccccc1.[I-],0.219931018,-1.3892,318.197
C2097,JMTNOKRGERWNME-UHFFFAOYSA-L,CC1CCCC(C1CCC([N+](CCCCCC[N+](C(CCC1C(C)CCCC1(C)C)C)(C)C)(C)C)C)(C)C.[Cl-].[Cl-],-6.818048442,3.9698,605.892
C9178,JNGIYILIWDVASL-UHFFFAOYSA-N,CN(CCOC(=O)c1cccnc1)C,0.102609875,0.8,194.23
C9306,GRRNUXAQVGOGFE-XKIAHZFYSA-N,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](N)C[C@@H]([C@H]2O)NC)[C@@H]2[C@H]([C@H]1O)O[C@@]1(O2)O[C@H]([C@@H](CO)N)[C@@H]([C@@H]([C@H]1O)O)O,0.277757785,-5.4791,527.52
C4094,AVOLMBLBETYQHX-UHFFFAOYSA-N,CCC(=C)C(=O)c1ccc(c(c1Cl)Cl)OCC(=O)O,-4.049147842,3.6057,303.138
C688,IMFACGCPASFAPR-UHFFFAOYSA-N,CCCCN(CCCC)CCCC,-3.1199999,3.6887,185.349
C5043,QBILRDAMJUPXCX-AGAUEGNUSA-N,O=C[C@@]12CC[C@@H](C[C@@]2(O)CC[C@@H]2[C@@H]1CC[C@]1([C@]2(O)CC[C@@H]1C1=CC(=O)OC1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O,-3.352402708,1.7792,534.638
C3487,NSSKAGXFUVOOHA-UHFFFAOYSA-N,CCOc1c(OC)cccc1C(=O)OCC[NH+]1CCCCC1.[Cl-],-4.547807533,-0.1073,343.846
C7681,GIDUQUXTSWWQMG-UHFFFAOYSA-N,CCC1C2CCC(C2)CN1C,-1.607962524,2.0646,153.265
C1855,GAOZTHIDHYLHMS-KEOBGNEYSA-N,CO[C@H]([C@@H]([C@H]1O[C@@]2(CC[C@@](O2)(C)[C@H]2CC[C@@](O2)(CC)[C@@H]2O[C@H](C[C@@H]2C)[C@H]2O[C@@](O)(CO)[C@@H](C[C@@H]2C)C)C[C@@H]([C@H]1C)O)C)[C@@H](C(=O)O)C,-8.349524225,4.2729,670.871
C845,SVFKQHLOBRUZGV-UHFFFAOYSA-N,CCn1c2ncccc2n(c(=O)c2c1nccc2)C,-2.6199999,1.8653,254.287
C9780,CKDMBDPJWHDRFQ-UHFFFAOYSA-N,CC(C[N+](/N=C(/C(=C)C)\[O-])(C)C)O,0.72989206,0.7637,186.251
C851,REYFJDPCWQRWAA-UHFFFAOYSA-N,c1ccc(cc1)CN(c1ccccc1)CC1=NCCN1,-2.5999999,2.4593,265.353
